Listing Title,Listing Email,Listing URL,Listing Address,Listing Short Description,Listing Long Description
Sibley's Food Truck,lafronterads@gmail.com,,25276 Walker South Rd,,
Jive Turkey,info@millennialparkbr.com,,3829 Florida Blvd,,
Athena Greek & Lebanese Food,athenaamjad@gmail.com,https://athenafood.com/,3551 Ambassador Caffery Pkwy,,
Aztecas Mexican Cuisine,heathstelly@gmail.com,https://www.aztecasmexican.net/,3535 Ambassador Ceffery Pkwy,,
B Sweet Bakery,bsweetbakery20@gmail.com,https://www.bsweetbakeryla.com/,106 St. Joseph Street,,
Barandas Fresh Mexican Grill,danilomontes@bellsouth.net,,1008 Smede Hwy,,
Bourree Restaurant,bourree70592@gmail.com,,1821 Chemin Metairie Road ,,
"Boutin's Seafood, Steakhouse & Oyster Bar",melba.acevedo63@gmail.com,https://boutinscajun.com/,114 Derek Plaza,,
Brick & Spoon Lafayette,soileau.connie@gmail.com,https://www.brickandspoonrestaurant.com/,3822 Ambassador Caffery Parkway,,
Buck & Johnny's,bucknjohnny@gmail.com,http://buckandjohnnys.com/,100 Berard Street,,
Cajun Mkt. Donut Co Breaux Bridge,kliebert213@gmail.com,https://www.cajunmarketdonut.com/,125 Courthouse St,,
Dax On Verot,daxonverot2832@gmail.com,https://daxonverot.net/,2832 Verot School Rd.,,
Frosto Diner,frosto@cox.net,,228 N. Avenue G,,
Gabe's Cajun Food,balleman1972@live.com,https://gabescajunfood.com/,1410 The Blvd,,
Gautreaux's Donuts Rayne,clg0813@hotmail.com,,705 South Adams St.,,
Guidry's Seafood LLC,guidrysseafood@gmail.com,,101 Cheyenne Dr.,,
Jacie Bakes,jaciebakes@gmail.com,,4303 Moss Street,,
Krazy Klaws,krazyklaws@yahoo.com,,3221 Pinhook Road,,
La Creperie Bistro,lacsignaturegroup@gmail.com,https://www.lacreperiebistro.com/,1921 Kaliste Saloom Road Ste. 116,,
La Pizzeria Carencro,lapizzeria.carencro@gmail.com,https://www.lapizzeriacarencro.com/,"3730 NE Evangeline Thwy, Suite F",,
Landry's Donuts & Coffee,landrysdc@gmail.com,https://landrysdonutsandcoffee.com/,608 Westgate Rd,,
Louisiana Poboys,partytimekegs@aol.com,https://www.louisianapoboys.com/,3431 W. Pinhook Rd.,,
Mandez's Seafood Bar and Grill,boomfoodsllc@gmail.com,https://mandezsgrill.com/,110 Doucet Road,,
Misfits Dine & Drink,sandral@misfitsdineanddrink.com,https://misfitsdineanddrink.com/,200 Heritage Parkway,,
Rotolo's Pizzeria - Carencro,youngsville@rotolos.com,https://rotolos.com/,200 Hector Connoly Rd.,,
Super Taters,Supertaters14@gmail.com,https://www.supertaters14.com/,5545-A Cameron St.,,
The Point Seafood and Steakhouse,jacob@thepointla.com,http://thepointrestaurantla.com/,811 Albertson Pkwy suite o,,
Abita Springs Cafe,info@businesswrks.com,https://abitacafe.com/,22132 Level Street,,
Adam's Catfish House,adamscatfish@gmail.com,,8523 Highway 23,,
Andrea's Restaurant,nolandreas@aol.com,https://www.andreasrestaurant.com/,3100 19th St,,
Angleo's Bakery,seawardlisa@yahoo.com,,5928 W. Metairie Ave,,
Annette's Country Cooking and Seafood,mscountrycooking@yahoo.com,,1601 North Morrison Blvd,,
Apolline Restaurant,frank@apollinerestaurant.com,http://www.apollinerestaurant.com/,4729 Magazine St.,,
Bayou Kitchen,cajunzydeco@gmail.com,https://www.bayouadventure.com/,28178 Hwy 190,,
Beck-N-Call Cafe,bncorders@yahoo.com,,534 N. New Hampshire,,
Bittersweet Confections,cheryl@bittersweetconfections.com,https://www.bittersweetconfections.com/,725 Magazine St.,,
Blackened Brew,blackenedbrewllc@gmail.com,,112 W. Thomas St.,,
Brothers' Ole New Orleans Café,brotherscafe@att.net,http://www.brotherscafe.net/,1502 Lapalco Blvd,,
Brown Butter Restaurant,simon@brownbutterrestaurant.com,http://www.brownbutterrestaurant.com/,231 N Carrollton Ave. #C,,
Buster's Place,bustersplace@bellsouth.net,https://www.bustersplaceonline.com/,519 East Boston,,
Camelia Cafe,delena5054@gmail.com,,525 Gause Blvd W,,
Camellia City Pizza,camelliacitypizza@outlook.com,http://www.slidellpizza.com/,196 Audobon Drive,,
Celina's Soul Food Cafe,celinassoul@gmail.com,,437 Cousin Street,,
Corner Cafe,cathy@berrytowncornercafe.com,https://berrytowncornercafe.com/,100 W. Pine St.,,
Coscino's Italian Grill,coscinositaliangrill@yahoo.com,https://www.coscinositaliangrill.com/,1809 N. Causeway Blvd.,,
Creole Tomateaux,fannerino@creoletomateaux.com,https://www.creoletomateaux.com/,1851 Florida Street,,
Crepes à la Cart,crepesalacartnola@gmail.com,https://www.crepesalacartnola.com/,1039 Broadway Street,,
Cunada NOLA,cunadanola@gmail.com,https://www.cunadanola.com/,833 Conti Street,,
Deanie's on Hayne,phylisluscy@aol.com,https://deanies.com/,7350 Hayne Blvd,,
Doughlicious Donuts,doughliciousdonuts@yahoo.com,,42342 S. Morrison Blvd.,,
Dunbar's Creole Cuisine,aliciaskinner81@yahoo.com,,7834 Earhart Expwy,,
Eddie's Famous Frozen Custard,esmcghee@gmail.com,http://eddiesfamousfrozencustard.com/food-drink/,412 W. Thomas,,
Gattuso's Restaurant and Bar,brad@gattusos.net,https://www.gattusos.net/Restaurant-Menu,435 Huey P Long Avenue,,
Grounded Coffee Cafe,grounded1204jefferson@gmail.com,https://www.groundedcoffeecafe.com/,1204 Jefferson Hwy,,
Hi-Ho BBQ #1,guzzardojohn@yahoo.com,https://www.hihobbq.com/,2610 W Thomas St,,
Hickory Cafe and Grill,hickorycafe@gmail.com,https://www.hickorycafe.com/,1313 Hickory Avenue,,
Homegrown Pizza,emailhomegrown@gmail.com,https://homegrown.pizza/,6325 Elysian Fields #B,,
Huey P's Pizzeria,donovanarchote@yahoo.com,https://hueyps.com/,139 Huey P Long Ave.,,
Ikes Snoballs & Snacks,info@ikessnowballs.com,https://www.ikessnowballs.com/,520 City Park Avenue,,
Italian Pie,italianpie5@gmail.com,https://www.orderitalianpie.com/#/,3600 Williams Blvd,,
Killer Poboys,killerpoboys@gmail.com,http://www.killerpoboys.com/,219 Dauphine Street,,
Koz's Harahan,kozsrestaurant@gmail.com,https://kozs-restaurant-harahan-la.business.site/?utm_source=gmb&utm_medium=referral,6215 Wilson Street,,
Lacy's Cue Sports Bar,lacyscue@gmail.com,https://www.lacyscue.com/,701 W Judge Perez Drive,,
Lakeview Harbor,shawnmt11@gmail.com,https://lakeviewharbor.us/,8550 Pontchartrain Blvd,,
LaLou,lalou.mandeville@charter.net,http://www.doyoulalou.com/,200 Girod Street,,
Lil G's Kajun Restaurant,rezzies123@bellsouth.net,http://www.lilgskajunrestaurant.com/,9338 Highway 23,,
Los Jefes,losjefesgrill@yahoo.com,https://losjefesgrill.com/,3224 Edenborn Avenue,,
Louisiana Pizza Kitchen,lpkuptown@cox.net,https://www.louisianapizzakitchenuptown.com/,615 S. Carrollton Avenue,,
Lunch Box Express,lunchbox-express@outlook.com,https://lunchboxexpress.us/,1680 LA-59 ,,
Ma Momma's House @ The Pythian,mamommashousepythian@gmail.com,https://www.mamommashouse.com/,234 Loyola Avenue,,
Mahony's Po-boy's & Seafood,casey@mahonyspoboys.com,http://mahonyspoboys.com/,3454 Magazine Street,,
McClain's Pizzeria,mcclainspizza@gmail.com,,115 Girod St,,
Mi Mamacita's,clayrollman64@yahoo.com,http://mimamacitas.com/,2345 Florida St,,
Mike Serio's Po-boys and Deli,seriolsu1@gmail.com,https://www.seriospoboys.com/,133 St Charles Avenue,,
MOPHO Mid-City,mgulotta@mophonola.com,https://www.mophonola.com/,514 City Park Avenue,,
Mr. Tequila,brothers@mrtequila.net,https://mrtequilanola.com/,5018 Freret Street,,
Mr. Roo's Deli & Catering,Bradmperry@yahoo.com,http://www.mrroosdeli.com/,3501 Severn Avenue,,
Nirvana Indian Cuisine,anjaykeswani@gmail.com,https://insidenirvana.com/,4308 Magazine St,,
NOLA Southern Grill,louisochoa1@gmail.com,https://www.nolasoutherngrill.com/,1375 Gause Blvd,,
Nonna Mia Cafe and Pizzeria,info@nonnamianola.com,https://www.nonnamianola.com/,3125 Esplanade Avenue,,
Nonna Randazzo Bakery,joelforjet@yahoo.com,https://nonnaskingcakes.com/,925 E. Judge Perez Drive,,
Pacos Tacos,carlos@pacostacos.la,https://pacostacos.la/,4726 Veterans Blvd.,,
Pepperoni's Cafe,escohyde@aol.com,https://pepperoniscafe.com/,8123 Hampson St,,
Perrins Restaurant,staceyperrin@rocketmail.com,https://perrinsrestaurant.com/,2216 Hickory Avenue,,
Perry's Sports Bar and Grill,Bradmperry@yahoo.com,,5252 Veterans Blvd,,
PJ's Coffee,pjscoffeeswrr@gmail.com,https://www.pjscoffee.com/,1913 SW Railroad,,
Ponchatoula Seafood & Steakhouse,johntzeng1@yahoo.com,,135 Wayne St.,,
Randazzo's Family Restaurant,randazzoiii@yahoo.com,https://www.randazzosfamilyrestaurant.com/,4462 Wabash Street,,
Rosemary & Roux Catering,ashley@rosemaryroux.com,https://www.rosemaryroux.com/,208 Tullulah Ave,,
Roux & Brew,kaylatomeny@gmail.com,https://www.rouxandbrew.com/,135 S W Railroad Ave.,,
Saltines Louisiana Kitchen,chefbarnes@gmail.com,https://www.saltineskitchen.com/,2534 Florida Street,,
Sammy's Food Service & Deli,butcherboy2@gmail.com,http://sammysfood.com/home/?option=com_content&vie,3000 Elysian Fields Ave,,
Sarita's Grill & Cantina,alfa8866@msn.com,https://www.saritasgrill.com/,45653 University Park Dr.,,
Shenanigan's Kitchen & Cocktails,shenanigans504@gmail.com,http://shenanigans504.com/,4612 Quincey,,
Shipley Donuts,shipleydonuts504@gmail.com,https://shipleydonuts.com/,2561 Metairie Road,,
Sicily's Italian Buffet,sicilys@aol.com,,1723 Manhattan Blvd ,,
Sidelines Bar & Grill,bradmperry@yahoo.com,,1229 Veterans Blvd,,
Southside Cafe,nomail@quiktrade.net,http://www.southsidecafe.net/,3154 Pontchartrain Drive,,
Split A Burger,splitaburger@gmail.com,https://www.splitaburger.com/,1320 N Morrison Blvd ,,
St. Ann Wine & Whiskey Bar,vicky.bayley7@gmail.com,https://stannwinebar.com/,22 St Ann Drive,,
Stow Away Coffee House,stowawaycoffeehouse@gmail.com,,153 NW Railroad Ave,,
T-Rivers Bar & Grill,triversbar@gmail.com,,1999 Main Street,,
Taj Mahal Indian Cuisine,anilakeswani@yahoo.com,http://tajnola.com/,923C Metairie Rd,,
"Tartine, LLC",tartineneworleans@gmail.com,http://www.tartineneworleans.com/,7217 Perrier St.,,
Terry Lynn's Cafe and Creative Catering,terryolsen1@gmail.com,http://terrylynnscafe.com/,1960 First Street,,
Thanh Thanh Restaurant,donovanarchote@yahoo.com,https://t2restaurant.com/,131 Huey P. Long Avenue,,
The Olive Branch Cafe,rustyautry@gmail.com,https://www.olivebranchcafe.com/,1995 Barataria Blvd.,,
The Rind LLC,adpecquet@gmail.com,https://the-rind-cheese-shop-and-catering-hammond.business.site/,212 SW railroad ave,,
The Ruby Slipper,Melissa.burchardt@slippercafe.com,https://www.therubyslippercafe.net/,2001 Burgundy Street,,
The Shack,greatfood@theshackcovington.com,http://theshackcovington.com/,1204 W. 21st Ave,,
TJ Gourmet,tanyagaldamez@gmail.com,https://tjgourmetfoods.com/,234 Loyola Ave,,
Tutti Frutti of Canal,clong.realtor@gmail.com,http://tfyogurt.ca/,6300 Canal Blvd,,
University Donuts,manemalee@yahoo.com,,1215 W. University,,
2 Dudes Brew & Que,info@2dudesmonroe.com,,436 DeSiard St,,
Bateaux on Caney Lake,benson@bayou.com,https://www.bateauxoncaneylake.com/index.php/services/restaurant/,7777 Hwy 4,,
Belle's Ole South Diner,lpitts67@comcast.net,,4624 Cypress St,,
Boudreaux's Cajun Cafe,thomasrdupakit18@outlook.com,,407 Thomas Rd,,
Braiz'n American Bar & Grill,rwlongjr@gmail.com,https://braizn.com/,1611 N 18th St,,
Danken Trail,info@dankentrail.net,https://www.dankentrail.com/,7712 DeSiard St,,
Fox's Pizza Den,justinbrazzell@yahoo.com,https://www.foxspizza.com/,1250 Hwy 15,,
Hot Rod BBQ,hotrodbbq@ymail.com,,1911 Farmerville Hwy,,
Iron Cactus,ironcactusla@gmail.com,http://ironcactustexmex.com/,1304 Hwy 80 E,,
"K&M Coffee, Corks, & Camo",kmcoffeecorkscamo@gmail.com,https://kmcoffeecorkscamo.com/,1012 South Main Street,,
KaCee Dillas,kaceedillas@gmail.com,,1800 Indiana Ave ,,
Kayla's Kitchen,kayladbird@yahoo.com,http://kaylaskitchenwm.com/,311 Wood Street,,
Marilynn's Place,mrbozzman1@gmail.com,https://marilynns-place.com/,4041 Fern Avenue,,
Mel's Cajun Fried Chicken & Catfish,melardoin@ymail.com,,340 Hwy 594,,
Mr. Peabody's,ps.pankey@gmail.com,https://mr-peabodys.business.site/,1409 Tim St,,
1-800-GOT-JUNK?,dezra.campbell@1800gotjunk.com,https://www.1800gotjunk.com/us_en/locations/Louisiana/junk-removal-scott,131 Credit Drive,,
A 5 Star Plumbing,roberth.5starplumbing@gmail.com,http://www.a5starplumber.com/,,,
A-2-Fay LLC,marisa@a2fay.com,https://a2fay.com/,8139 Branch Hwy.,,
Abathecary,b_duplechin@shopabathecary.com,https://www.shopabathecary.com/,730 Albertson Parkway,,
Acadia Foot Care,jjgrizzff@aol.com,https://www.acadiafootcare.com/,601 W. St. Mary Blvd,,
Adorn,adrian@jewelrybyadorn.com,https://www.jewelrybyadorn.com/shop,100 East Vermillion Street ,,
Advanced Chiropractic & Sports Rehab,drjprimeaux@yahoo.com,https://www.advancedchiropracticrehab.com/,201 Westmark Blvd Ste E,,
All About You,rhondaluvsavon@cox.net,https://www.allaboutyougift.com/,1102 E. Admiral Doyle Drive Ste.2A,,
Alternative Home Care Specialists Inc,ckephart@althomecare.com,https://www.althomecare.com/,1220 Eraste Landry Road,,
Alternative Natural Health Solutions LLC,kshelmirend@gmail.com,https://www.lafayettewellnessclinic.com/,201 Westmark Blvd Ste. E,,
Amelie Aesthetics Studio,ameliewharding@gmail.com,http://www.amelieaesthetics.com/,201 Prescott Blvd Ste. 103,,
Andrepont Printing,accounting@andrepontprinting.com,https://andrepont.orderprintnow.com/Home.aspx?PortalId=996A3271-9D36-4BE1-9B9D-03FECBB281AE,5043 I-49 S. Service Rd.,,
Andy's Jewelry,andysjewelry@gmail.com,http://www.andysjewelry.net/,204 Feu Follet Rd.,,
Animal Rescue Foundation of Louisiana,ntmarcantel@gmail.com,https://www.arfla.org/,151 Domengeaux S,,
Any Lab Test Now,fwb12000@yahoo.com,https://www.anylabtestnow.com/,4414 Johnston St Ste. D,,
Aquarium Central,aquariumcentralpets@gmail.com,,4432 Johnston St Suite B,,
Acadiana Filter Service,kmouton@acadianafilters.com,http://acadianafilters.com/,2505 1/2 Jane St.,,
Acadiana Metro Realty,flint@acadianametro.com,https://acadianametro.com/,PO Box 60196,,
Acadiana Pain & Performance Rehab,info@acadianapain.com,https://www.acadianapain.com/,325 Oil Center Drive,,
Acadiana Pediatric Dentistry,wwalk3@gmail.com,https://acadianapediatricdentistry.com/,1516 Chemin Metairie Ste. D,,
Acadiana Stone,acadianastone@yahoo.com,http://www.acadianastone.com/,210 Toledo Dr.,,
"AMS Virtual, LLC",service.amsvirtual@gmail.com,https://amsvirtual.com/,2314 Fenner St.,,
Andrus Janitorial Services,andrusjanitorialservices@gmail.com,,150 Lilly St,,
"Angela May, E.A.",lalamay3@att.net,,739 Vatican Rd,,
Aquitour,dwayne@aquitour.com,https://aquitour.com/,511 Shore Drive,,
Armentor Jewelers (Parc Lafayette),mike@armentorjewelers.com,https://www.armentorjewelers.com/,1921 Kaliste Saloom Rd.,,
Aromatic Infusions,accounting@aromaticinfusions.com,https://aromaticinfusions.com/,514 Lafayette St.,,
Backyard Hibachi,sales@backyardhibachi.com,https://backyardhibachi.com/,129 Millstone Rd suite E,,
Backyard Oasis Pools & Spas,backyardoasis17@gmail.com,,3306 Veterans Memorial Blvd.,,
Barewood Furniture Center,barewoodfurniturecenter@yahoo.com,https://www.barewoodfurniturecenter.com/,4975 NW Evangeline Thruway,,
Bath Haus,lady7314@yahoo.com,,201 Settlers Trace Blvd. Ste 2016,,
Bayou Glo Tan,bayouglotan@gmail.com,https://www.bayouglotan.com/,,,
Bayou RV Services,michelle@bayourvservice.com,https://bayourvservice.com/,105 Zachary Drive,,
Beau Monde Landscape,beaumondellc@cox.net,https://www.beaumondelandscape.com/,103 Declouet Ave,,
Bernard's Inspection Services,shawnjosephbernard@gmail.com,https://www.bernardsinspection.com/,,,
Billedeaux Hearing Center,fwb12000@yahoo.com,https://www.miracle-ear.com/stores-near-me/hearing-aids-lafayette-la/miracle-ear-hearing-aid-center-johnston-st-s10235,4414 Johnston Street Ste. D,,
Bouncing Buddies,jami.bouncingbuddies@gmail.com,https://www.bouncingbuddies.com/,124 Durke Road,,
C & D Pools,codyadickes10@yahoo.com,https://canddpool.com/,,,
C & R Quality Cleaners,milesincrowley@yahoo.com,https://www.crqualitycleaners.com/,1501 A Kaliste Saloom Rd.,,
Cajun Broadband,cdisher@cajunbroadband.com,https://www.cajunbroadband.com/,,,
Cajun Food Tours,marie@cajunfoodtours.com,https://www.cajunfoodtours.com/,,,
Castrol Premium Lube Express,castrolwes@gmail.com,http://www.castrolpremiumlube.com/,1108 Creswell Lane,,
Celestial Events & Consulting,brittneycelestereed@gmail.com,,,,
ChemDry of Acadiana,james@chemdryacadiana.com,https://www.chemdryacadiana.com/,440 Industrial Parkway Bldg. 8,,
Classic Auto Spa,derekveverica@gmail.com,https://lafayetteautospa.com/,4501 Johnston St.,,
Clothing Loft,melissajabbia@gmail.com,https://www.clothingloftlafayette.com/,117 Arnould Blvd.,,
Coastal Climate Control & Mini Storage,coastalclimate@yahoo.com,https://coastalclimatecontrol.net/,2755 East Milton Ave.,,
"Copyfax of LA, Inc.",mikecopyfax@gmail.com,https://www.copyfax.us/,3920 Hwy. 90E,,
Custom Branding Company,blaine@custombrandingcompany.com,,105 Barataria Drive,,
Daigle Family Company,daiglefamilyco@gmail.com,https://daiglesbbq.com/,107 Halcott Drive,,
David's Fine Jewelery,dstonic@gmail.com,https://www.davidsfinejewelryllc.com/,1811 Rees St. Ste.E,,
DMC Construction,dmc.construction@hotmail.com,https://dmcrenovations.com/,354 Vincent Rd ,,
Dream Castle Event Venue,castleofyourdreams@gmail.com,https://www.castleofyourdreams.com/,1036 Baker Hughes Dr,,
Dream Home Realty,stevendesormeaux@gmail.com,https://www.homesforsaleacadiana.com/,110 Travis St. Ste 142,,
DumpIt.Biz,jami.dumpit.biz@gmail.com,https://www.dumpit.biz/,,,
E & R Creations,ercustomcreations@icloud.com,https://eandrcreations.com/,"300 Ridge Road, Suite E",,
Education Destination,kellyroussell40@gmail.com,https://educationdestination.org/,150 Industrial Parkway,,
EQ Studio Architecture,miriam@eqstudioarchitecture.com,https://eqstudioarchitecture.com/,100 Lighthouse Point Circle,,
"Eric J. Broussard, Certified Public Accountant",eric@ejbcpa.net,,P. O. Box 895,,
Expansion Tax Services,expansiongroup@yahoo.com,,1523 Ambassador Caffery Parkway,,
Express Frames,coreyholles@yahoo.com,https://www.expressframeslafayette.com/,4510 Ambassador Caffery Pkwy. Ste.L,,
Fastrack Wash & Lube,roodlube@yahoo.com,,201 W Gloria Switch Rd.,,
Fit by Brit- The Muscle Specialist,baudoin.brittany@yahoo.com,https://www.fitbybrit.com/,224 Rosemary Place,,
FIX it CHANGE it,sonya@fixitchangeit.com,http://www.fixitchangeit.com/,1042 Mitt Naquin Road,,
